@relation Leaf
@attribute histogram numeric
@attribute stdDev numeric
@attribute mean numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200}
@data
2,28.108985741631276,58.12823567708333,3
0,56.58810917752619,134.36986328125,4
0,54.94037682218741,135.08616536458334,4
0,53.10824047757884,133.60268229166667,4
0,51.745593391838334,133.33761393229167,4
0,50.1331539817737,134.01962890625,4
0,48.80815227948028,132.66264322916666,4
0,50.15974736232254,133.38753580729167,4
0,51.59155860045111,133.19353841145832,4
0,53.24319573848512,133.93679361979167,4
0,56.894720935897936,133.7387109375,4
0,49.141584319231185,132.51529296875,4
0,49.53771562774328,132.63732421875,4
0,44.24651090760353,115.833349609375,4
0,27.73017710877446,56.59629557291667,4
0,64.67819524306316,131.16492513020833,5
0,58.24844285396123,131.42719075520833,5
0,55.93635889371971,133.249765625,5
0,53.44253168007736,132.63593098958333,5
0,50.8608259326569,134.216201171875,5
0,49.899206673855346,134.36306966145833,5
0,51.2267979211802,129.98513671875,5
0,53.44771653868016,132.42203776041666,5
0,56.239385327075574,134.41019856770833,5
0,63.842124747725855,131.708857421875,5
0,49.673195554915765,132.51828125,5
0,49.495525231669916,134.22959635416666,5
0,44.28355143837446,114.59265950520833,5
0,25.80925031839794,53.484248046875,5
0,70.92284188230576,128.746416015625,6
0,67.61647488039667,131.43263346354166,6
0,66.39443915832312,131.52600260416668,6
0,59.87825422320464,130.920791015625,6
0,62.689175436066655,134.370556640625,6
0,60.358662517162394,131.327451171875,6
0,59.25390913650969,129.24843424479167,6
0,58.28921351276237,132.69254231770833,6
0,59.22411564069741,133.516455078125,6
0,62.303640560708274,131.736025390625,6
0,56.905469405516676,131.32819010416668,6
0,57.0553333865228,134.946591796875,6
0,47.71083909991304,105.334423828125,6
168,20.5481161204533,41.702014973958335,6
0,64.13828432892426,137.15675130208334,7
0,61.28671651000747,131.38248697916666,7
0,59.149333870165115,133.22638346354168,7
0,57.89623098459797,133.10928059895832,7
0,56.574509723880126,132.38726236979167,7
0,56.671695025355106,133.52882486979166,7
0,55.7887389121104,133.37919596354166,7
0,55.654654750961065,134.22219401041667,7
0,57.369749103965866,133.08941731770832,7
0,62.25742853985576,133.423408203125,7
0,55.72742328487075,134.66654296875,7
0,56.23881447168669,134.06896809895832,7
1,45.10772849273133,102.184111328125,7
475,13.81887898662109,25.401181640625,7
0,58.22031630860698,138.20799153645834,8
0,53.90178167471796,134.822578125,8
0,53.04505931180522,134.58799479166666,8
0,51.8627305710124,134.6671484375,8
0,50.37331610158767,134.685439453125,8
0,49.048068058548196,133.93258463541667,8
0,51.13502031051919,134.836611328125,8
0,51.39475063069018,134.18134765625,8
0,53.673466042272345,134.44958333333332,8
0,58.082567979861054,134.36507161458334,8
0,49.6958986369133,134.325947265625,8
0,49.51107933294103,133.383994140625,8
0,42.106722766458745,101.04519205729167,8
401,13.749942231755128,25.693473307291665,8
0,58.63283490572054,131.949775390625,9
0,52.07383062338328,129.38820638020835,9
0,51.072783944386394,128.51017578125,9
0,51.106833651960294,129.815595703125,9
0,49.30348572486742,129.69261067708334,9
0,49.5201241296144,129.32027669270835,9
0,51.53661003310631,129.57002278645834,9
0,53.45066332090826,129.01427408854167,9
0,56.23948538541903,128.03446940104166,9
0,61.73961653403661,124.49172200520833,9
0,50.318987771967784,128.51037434895832,9
0,50.07303768166416,130.74430338541666,9
0,48.72481541457417,137.10521809895835,9
0,48.30465930374723,131.83283528645833,9
0,66.19431198068402,128.65856770833332,10
0,62.72474271460748,128.7080078125,10
0,61.0329314499023,128.282939453125,10
0,59.335632763824975,129.55221028645835,10
0,57.35329034032701,129.41771158854166,10
0,57.254316256019486,130.148271484375,10
0,58.67487012203655,128.24420247395832,10
0,59.41147083057103,125.93474283854167,10
0,61.99878183621878,130.189912109375,10
0,65.94482616019617,125.0840625,10
0,57.9960210823457,129.13185872395835,10
0,56.61425199971497,129.80061197916666,10
0,57.02830973411253,131.689404296875,10
0,58.16670179057947,131.249033203125,10
0,67.1761442729866,134.51103841145834,11
0,64.30342863595523,128.983671875,11
0,64.96022789071753,129.26925130208335,11
0,63.158025073352306,127.754921875,11
0,64.30164607716699,128.212431640625,11
0,63.80561219953073,126.66607096354167,11
0,65.85516245686775,129.67360677083335,11
0,63.84255702356408,129.01845703125,11
0,64.34217474966678,129.38716471354167,11
0,70.30827914328113,130.91939778645835,11
0,66.04548585442024,129.66445963541668,11
0,65.26097336012482,129.49888020833333,11
0,65.73397683281603,133.19679036458334,11
0,68.48571066548959,135.45767903645833,11
0,60.305083272671276,126.64384114583333,12
0,52.92131316290795,126.05060872395833,12
0,52.13549294277729,126.16593424479167,12
0,51.64816651752818,125.53843424479167,12
0,50.15756698068636,126.898046875,12
0,48.733386757407466,126.5653515625,12
0,49.3916441229399,127.05582356770833,12
0,49.90206401605726,125.589033203125,12
0,53.96064358969584,126.17353515625,12
0,61.81520105915628,122.826962890625,12
0,49.53355581823781,126.3505078125,12
0,50.1836809409982,127.02547526041667,12
0,49.908898152159,133.29962565104168,12
0,52.47926009122518,140.5128125,12
0,82.66955963337548,132.42253580729167,13
0,75.83030378205613,124.37325520833333,13
0,72.97964729947475,128.32777669270834,13
0,72.30031854617837,129.382890625,13
0,70.26875935513908,128.17805013020833,13
0,67.86622870691026,130.40697916666667,13
0,70.14324658037728,129.370478515625,13
0,72.33743466500151,127.71548502604166,13
0,77.48438367850095,130.70124674479166,13
0,80.92659009494584,128.24757486979166,13
0,69.25105445188538,128.6176953125,13
0,70.29944813092254,128.899716796875,13
1,57.746399176854624,100.4184375,13
380,28.657786434447814,41.573053385416664,13
0,76.07163956954061,130.61361653645832,14
0,72.13267362021622,129.55553059895834,14
0,70.35701345887274,130.63221354166666,14
0,66.33707248312409,128.39218098958332,14
0,65.92811216887402,128.174853515625,14
0,65.1264322245708,128.1683203125,14
0,64.80021268599896,127.9799609375,14
0,66.2974042367364,127.60781575520834,14
0,65.73051187955167,128.67829427083333,14
0,71.71048469427393,126.70631184895834,14
0,63.37952857019516,128.90576497395833,14
0,63.418707271829255,130.60934244791667,14
0,54.90982644175128,102.16629231770834,14
961,23.911615391375303,37.63583333333333,14
0,60.92316212466416,129.8848046875,15
0,55.71243222732004,132.53843098958333,15
0,53.34377377855643,131.885361328125,15
0,54.886893331905895,133.12979166666668,15
0,54.90353840399099,132.064580078125,15
0,53.85444263308236,132.33015625,15
0,53.515231614293874,131.95107421875,15
0,53.70975162371014,132.3165234375,15
0,53.58632300780085,131.00384765625,15
0,58.05591452938564,130.15172200520834,15
0,54.31781378752266,132.27117838541668,15
0,52.06966691659612,132.327568359375,15
0,54.75946517972149,132.50912434895832,15
0,54.76189199026079,132.622685546875,15
0,56.130178649453086,133.53861002604165,16
0,51.769197322516106,131.05514322916667,16
0,51.020045765126014,132.67974934895832,16
0,51.11637874592239,134.16337890625,16
0,49.63175948586317,132.87825520833334,16
0,49.590615042451745,133.76427734375,16
0,49.9888399100711,134.27824544270834,16
0,49.92991993844715,133.87657552083334,16
0,51.74781502728636,133.00021484375,16
0,56.215048967230075,133.213154296875,16
0,49.158262211463395,133.86914388020833,16
0,49.35988187650732,133.98691731770833,16
0,47.816976489104725,133.11114583333332,16
0,48.4037303944811,132.72429036458334,16
0,69.84621394921061,130.00498697916666,17
0,65.05799376536648,125.45884440104167,17
0,63.11091016700559,126.06414713541666,17
0,61.61770690946527,128.292802734375,17
0,60.143470706912794,130.06504557291666,17
0,61.753761675345395,129.989140625,17
0,61.68126383441803,128.66042643229167,17
0,62.59501186352452,128.16618815104167,17
0,64.68542391618648,126.19248372395833,17
0,67.38436830679086,126.40417643229166,17
0,61.917313794733474,127.45820963541667,17
0,61.498561427140736,127.96577799479167,17
0,64.0681821188577,126.75724283854167,17
0,63.9536884697483,130.764111328125,17
0,56.63466034891224,137.24666666666667,18
0,52.38930751468301,131.664306640625,18
0,52.342369179073884,133.64091796875,18
0,51.73837848968736,135.13617513020833,18
0,50.646133748048136,131.77236979166668,18
0,51.05274184061342,130.492802734375,18
0,52.35207639324874,130.84783854166668,18
0,53.09547812190335,130.359091796875,18
0,56.02661134380248,131.40851888020833,18
0,60.96982649790868,129.22929361979166,18
0,50.729957685865365,131.168330078125,18
0,51.19251495297739,131.29027018229166,18
0,50.448167574738335,132.59847005208334,18
0,49.65127487295931,131.89993815104165,18
0,71.060145698003,132.24143229166665,19
0,68.06509927657257,127.89950846354166,19
0,66.41945219553065,130.20142252604165,19
0,64.59945594110546,129.611640625,19
0,62.21071316086565,129.52578125,19
0,63.055948014829205,134.99507161458334,19
0,61.69749776866553,126.70941731770833,19
0,62.80672366444941,127.43619140625,19
0,63.94634621765204,127.66849283854167,19
0,65.9473875660913,130.48142903645834,19
0,62.54987390963879,128.34221354166667,19
0,62.02131628405976,129.04196940104165,19
0,62.06775167256472,130.33305989583334,19
0,63.76235236311282,133.34064127604168,19
0,61.082874888911725,131.64180013020834,20
0,53.6953791705245,132.077138671875,20
0,52.115182781509475,132.09561848958333,20
0,51.207638962446445,133.02802734375,20
0,49.922471036242726,132.555478515625,20
0,49.13304806084729,132.85637044270834,20
0,49.681938927529686,131.152861328125,20
0,51.22182071617213,132.37914388020835,20
0,52.92218449493256,131.39556640625,20
0,60.74718160850478,129.81886067708334,20
0,50.243829760271716,132.709990234375,20
0,50.78962626018712,133.11644856770835,20
0,49.59348574700616,132.62566731770832,20
0,49.961662913572056,132.73044596354165,20
0,65.80394382343276,139.25377604166667,21
0,62.80554091289809,133.81787434895833,21
0,63.87496492396916,133.97706705729166,21
0,63.83578349349115,133.83793619791666,21
0,63.89281776669049,133.34441731770832,21
0,63.35537894222535,131.657314453125,21
0,62.54200725501579,131.40991861979165,21
0,62.569003558422644,133.4183203125,21
0,61.70104835545346,133.3275,21
0,67.74364837351153,134.96491861979166,21
0,63.21776887404244,132.06793294270832,21
0,63.87074945300431,132.71017252604167,21
2,57.68728060655425,108.55333333333333,21
207,39.502936447926906,60.32453776041667,21
0,62.47925913096622,129.83639322916667,22
0,59.85306813088385,129.416875,22
0,58.38632935240067,131.33257161458334,22
0,57.585019150454265,130.63637044270834,22
0,56.36413792681423,130.589306640625,22
0,56.126749849754006,129.224912109375,22
0,58.27242345040226,128.9940625,22
0,58.495304202256804,129.40890625,22
0,61.7228708682639,129.13196940104166,22
0,62.42446219643911,130.11530924479166,22
0,53.55968879250973,129.55595052083333,22
0,53.67079573697266,129.41277994791668,22
0,51.85013399412938,122.29817057291666,22
18,35.96824236354666,65.24349609375,22
0,53.34555611303959,138.43438802083332,23
0,51.00815923746416,133.51578776041666,23
0,49.85729682427486,132.61199869791668,23
0,49.48911256304737,133.3249609375,23
0,49.303417540955024,131.60735026041667,23
0,49.05424879418326,132.86532552083332,23
0,48.92578516590565,130.49434244791667,23
0,49.33543739134972,130.31112955729168,23
0,50.568169614502146,131.556748046875,23
0,53.368842688036196,132.37048502604168,23
0,47.567245038506314,131.00100911458333,23
0,48.31368913068223,131.39441731770833,23
0,46.083674195041695,125.171318359375,23
0,28.908266781931356,57.148115234375,23
0,68.89391708981601,130.84508138020834,24
0,64.94842785794688,131.49725911458333,24
0,62.62491390182643,131.31409830729166,24
0,62.05665024439006,131.34583984375,24
0,60.47961200344697,131.62330078125,24
0,59.93503212310717,130.939072265625,24
0,60.944794156073584,133.48001302083333,24
0,61.535552437878245,131.31267252604167,24
0,62.60972521123517,130.45672526041668,24
0,66.58875222653344,129.60054036458334,24
0,59.90942202288687,131.83820963541666,24
0,60.24741418274551,133.23453776041666,24
1,54.360000098605646,107.49860677083333,24
144,24.144161350158278,37.520328776041666,24
0,75.08066773368961,134.93442708333333,25
0,65.04652481439943,132.37690104166666,25
0,60.38425218134438,130.82102864583334,25
0,57.26126677237436,131.21289713541665,25
0,49.34520905176757,133.31272135416665,25
0,48.31630345161057,130.29819010416668,25
0,50.91729289451073,130.28347330729167,25
0,52.58694265438345,130.5961328125,25
0,54.724626885568775,129.362666015625,25
0,63.0421806459084,129.82177408854167,25
0,48.84919861923867,130.36359049479168,25
0,48.21215782472026,129.33065104166667,25
0,48.171057484584864,133.54157877604166,25
0,31.885042141197857,71.071201171875,25
0,50.79594974661141,131.64118815104166,26
0,47.55807571548768,130.89430338541666,26
0,46.94404495726643,130.96082356770833,26
0,46.86948621977768,130.682041015625,26
0,44.91936135849492,131.57318359375,26
0,45.52775688307851,131.27576171875,26
0,47.573430753625885,130.19905924479167,26
0,48.81467042790342,130.60685221354166,26
0,49.97626043882712,130.67406575520835,26
0,54.54110445863961,131.54938151041668,26
0,44.878108255787296,131.25237630208332,26
0,45.45386329835884,130.51518880208334,26
0,44.24449731250674,135.56680338541668,26
10,27.3892953005358,65.55583984375,26
0,67.91155691877978,134.54861979166665,27
0,64.5397604192148,132.2815625,27
0,62.823521604413145,131.744375,27
0,62.48932496160127,131.89649088541665,27
0,60.13101019370395,131.466474609375,27
0,60.696411740382764,131.65615559895832,27
0,61.6011897851642,131.38625651041667,27
0,62.649264241119695,131.29634114583334,27
0,64.3706289859349,130.23901692708333,27
0,68.68505889021448,130.69552734375,27
0,59.2089272726136,132.46275390625,27
0,59.95719639677732,130.25586263020833,27
0,49.42037039682807,98.72887044270833,27
755,12.646833241704758,19.463942057291668,27
0,75.15221945177838,137.77872395833333,28
0,72.29876181637833,131.848798828125,28
0,68.50637264976332,134.142724609375,28
0,66.71007850640933,132.146875,28
0,65.3802923519502,132.35454752604167,28
0,67.7699502123238,134.28652994791668,28
0,70.40705865572006,131.96857096354168,28
0,72.99427398077573,129.82236979166666,28
0,76.96836244515875,130.38538736979166,28
0,81.58575158591086,132.37423828125,28
0,66.53653736832338,132.51247721354167,28
0,66.21477057987548,133.86444986979166,28
31,55.62418046251234,101.54194010416667,28
3864,13.463212715159505,21.098408203125,28
0,71.0668434617711,124.35874348958333,29
0,68.8928804912883,124.322041015625,29
0,65.88994030205039,125.722900390625,29
0,64.72874811306149,125.98141276041666,29
0,61.83219347676951,125.903173828125,29
0,61.28692289178346,127.88623372395833,29
0,61.14662566735219,124.6119921875,29
0,61.67127398280072,125.4678515625,29
0,63.10842256507736,126.15169921875,29
0,69.07589603297596,123.901875,29
0,61.091631598429366,126.31315104166667,29
0,61.36576376535098,127.0781640625,29
0,59.17065312839449,126.80732747395834,29
0,59.63865137562007,128.24125651041666,29
0,66.50721241737847,130.400732421875,30
0,64.72385567008612,127.43131184895833,30
0,63.63851193362955,127.94444661458333,30
0,62.81091545295417,128.54197591145834,30
0,60.89622915548812,131.85338541666667,30
0,60.24218323559496,129.87782877604167,30
0,59.39890061215349,130.41854166666667,30
0,59.36669409181318,130.416171875,30
0,59.897749928191224,129.64795247395833,30
0,61.54765558629079,128.10357421875,30
0,59.82972485747156,129.84983072916665,30
0,59.57473167976007,130.57668294270835,30
0,59.77415306483246,132.7733203125,30
0,60.132425833584435,132.04302734375,30
0,72.14464009042452,134.69880208333333,31
0,65.63551465940714,127.93623697916667,31
0,66.26444556716058,129.31906901041665,31
0,65.29425666342736,121.913271484375,31
0,61.27690736985447,126.98175130208334,31
0,62.12564491290921,122.45080729166666,31
0,60.61190447729783,126.93417317708334,31
0,60.87138859691993,125.60265950520834,31
0,61.58020675086707,129.28397786458333,31
0,65.13074739479666,130.60817057291666,31
0,61.107511186012815,129.33283854166666,31
0,60.710686581729675,126.899521484375,31
0,61.45243792209677,128.40668294270833,31
0,61.545836178922755,133.15521484375,31
0,76.2527908521611,125.34645833333333,32
0,72.76905832159152,125.01105143229167,32
0,72.36599714028883,123.043671875,32
0,72.94545988151438,124.774306640625,32
0,69.0932768947382,128.41923828125,32
0,69.26902092783193,126.09055013020833,32
0,69.78571471840871,128.28839518229168,32
0,70.1074111216948,126.77938802083334,32
0,69.33734672684763,125.34783203125,32
0,73.34561430937431,127.478330078125,32
0,69.98073247710488,126.86918619791666,32
1,70.66366939351045,125.62879231770833,32
1,70.00860051953855,127.47465494791666,32
0,70.4644075448843,131.71867838541667,32
0,63.16229905977927,132.95725260416665,33
0,57.027225158771614,132.17478190104165,33
0,55.74790383155209,131.50956705729166,33
0,55.49366245772205,131.70612630208333,33
0,54.25458762144967,130.37099934895832,33
0,52.59445812893697,131.983779296875,33
0,53.030313682180385,130.00215494791667,33
0,52.57734708589801,128.62131184895833,33
0,54.00784224978303,130.71220052083333,33
0,60.8316896537997,131.57943684895832,33
0,51.371201632549145,129.32396809895835,33
0,52.1826329078891,130.06863606770833,33
0,52.71155035148157,136.9994921875,33
1,42.739751583511854,92.689599609375,33
0,78.6650598521983,135.00953125,34
0,69.55588988245981,130.99762369791668,34
0,68.31592157451989,129.85247395833332,34
0,65.73339129758841,132.18015625,34
0,65.48437153114826,130.90837890625,34
0,63.11447474289428,131.76465494791665,34
0,62.25954467236775,131.14671875,34
0,64.14906881767948,130.227197265625,34
0,64.81049835637559,129.59974283854166,34
0,69.55723529051501,130.294658203125,34
0,63.16917398784228,132.55787434895834,34
0,63.023673422680204,132.42622721354167,34
1,58.27016234056563,117.84767903645833,34
30,45.93890715894114,77.92231119791667,34
0,70.2564355407627,135.77359375,35
0,64.55057243447843,131.338603515625,35
0,62.94461007389047,129.59228841145833,35
0,61.00684771069354,127.88290364583334,35
0,58.297666987625824,129.09808268229168,35
0,57.757900752383904,128.027744140625,35
0,59.20697275756188,127.480732421875,35
0,60.055872981605816,127.69415364583334,35
0,62.203871321014276,128.76374674479166,35
0,67.0948889299718,127.62613932291667,35
0,57.008941803018,126.87927408854166,35
0,56.867649566811956,127.28299153645834,35
0,57.70872889935288,134.87699869791666,35
0,49.918260381549466,103.379287109375,35
0,72.20403537498471,132.30050130208335,36
0,67.81664616223975,129.8465234375,36
0,65.81903393145096,129.17752278645833,36
0,64.11343098319283,128.30984375,36
0,63.55228055119985,130.61469075520833,36
0,63.211163588940515,131.89366861979167,36
0,62.78499415355726,129.34689453125,36
0,63.01185625757091,127.91185546875,36
0,64.98868545592877,128.906513671875,36
0,70.02529351698057,128.612607421875,36
0,61.5438010668376,128.688837890625,36
0,61.21314798481609,129.1419140625,36
0,50.43460024617526,104.91603190104166,36
1158,19.87550906186119,33.587513020833335,36
1,93.5486666830632,130.72857421875,37
2,87.8122068772896,125.71687825520833,37
0,86.80412811270018,124.095654296875,37
0,86.66020140355869,125.00069010416667,37
0,88.67690605988503,125.711044921875,37
0,88.747087044676,125.08666015625,37
0,88.09627725817931,125.680166015625,37
0,87.45701970221387,125.324609375,37
0,86.71087251251612,126.38775716145834,37
0,89.32083320203613,127.44427083333333,37
0,87.79065594902302,124.19451171875,37
0,88.20978895809579,124.32953125,37
565,49.54751208894325,59.70142578125,37
13927,0.8778396730140658,1.6384635416666666,37
0,73.14843271481648,137.90880208333334,38
0,68.15975701056576,133.977021484375,38
0,65.84593131832716,134.06932291666666,38
0,65.19182017395842,134.500537109375,38
0,63.202044748327296,134.15259765625,38
0,62.45398024572093,130.899521484375,38
0,63.585630703880746,132.56091796875,38
0,64.5995779851116,131.1772265625,38
0,66.50336753658685,134.01048177083334,38
0,71.76435083288648,131.205595703125,38
0,63.64431719232486,133.96814453125,38
0,63.53976522119175,133.066396484375,38
1,47.03256018829759,85.40729166666667,38
12450,0.7704657994688217,1.5381575520833333,38
0,82.43975408019512,127.00220377604167,39
0,73.94665952667367,124.36763020833334,39
0,71.66359730024351,124.63630859375,39
0,70.72807229497823,125.19022135416667,39
0,70.78843794954147,125.92423177083333,39
0,70.3534859667306,126.6749609375,39
0,68.58467532825388,124.66255533854167,39
0,68.1892302542788,124.13715494791667,39
0,68.38027997825937,124.86894205729166,39
0,71.68822937809139,124.99607747395834,39
0,69.56665416716062,124.81655924479166,39
0,70.48398974524463,124.33912434895834,39
0,70.84034350182256,129.1576953125,39
0,71.96979318382132,127.22723307291666,39
0,63.86327695390309,132.442919921875,40
0,61.192215529618935,130.56544921875,40
0,59.326628276995855,130.28559895833334,40
0,57.96329940348659,131.00045247395835,40
0,55.05620119519173,131.58802083333333,40
0,53.76739226380123,130.22188151041667,40
0,56.085644087007886,131.54000325520835,40
0,57.47618969559888,131.044443359375,40
0,59.01019317848118,130.472421875,40
0,61.59238716496888,130.48115559895834,40
0,54.34137373958941,129.856513671875,40
0,55.072436243541205,130.03440104166665,40
0,53.641938807985554,131.63163411458333,40
0,53.090300838930105,131.91225260416667,40
0,67.58150614726816,127.36369466145834,41
0,63.44791753785569,126.36716796875,41
0,63.2424014109833,129.30980143229166,41
0,62.57298648195489,129.070595703125,41
0,61.74602920284679,127.10528971354167,41
0,60.50138883269825,129.55145182291668,41
0,62.13379414104463,128.83345377604167,41
0,60.74182032629442,129.09167317708332,41
0,61.97475242772353,129.88605143229168,41
0,65.09702715156926,128.22262369791667,41
0,60.987956511742766,128.89343424479168,41
0,60.15693183622799,129.76392252604165,41
0,59.18400554293847,130.282412109375,41
0,59.18501512954432,130.48935872395833,41
0,73.33630755393472,127.75076497395834,42
0,68.2716869338556,127.208125,42
0,67.8730946084887,126.62004557291667,42
0,67.55673683355991,125.91138997395834,42
0,65.84019163584198,125.691064453125,42
0,64.89074127417436,124.97107096354166,42
0,65.23063882253484,125.64932291666666,42
0,64.90950589693703,125.16637044270833,42
0,66.19622374315647,124.931884765625,42
0,69.18159447984094,123.73737630208333,42
0,65.2536455865329,123.36605143229167,42
0,65.73784129390526,124.39953125,42
0,64.72630981246816,130.02510416666667,42
0,65.27063086718066,130.8141015625,42
0,51.724980196883386,134.06895833333334,43
0,52.15814455947757,132.22982096354167,43
0,52.43559880613167,130.87596354166666,43
0,53.23818130500845,129.82222005208334,43
0,54.71821807691791,129.269873046875,43
0,54.12992484386752,130.4615625,43
0,51.85456610635471,130.88173502604167,43
0,51.39780807471236,129.71749348958335,43
0,51.51094085918274,129.10633138020833,43
0,55.07495604942668,131.32967122395834,43
0,53.301604724821374,132.67150065104167,43
0,53.372960189978436,129.67913736979168,43
0,52.71201032588904,133.18273763020832,43
0,53.193009782799116,133.45771484375,43
0,57.32413149372254,136.12787109375,44
0,55.6266242456083,130.5240234375,44
0,55.14006515453838,131.12738606770833,44
0,55.189569481282064,131.47818033854168,44
0,54.30268752281522,130.742421875,44
0,52.021834007287495,129.69271809895832,44
0,51.3952532303,130.18098307291666,44
0,52.721691321595756,129.63152669270832,44
0,53.11843135494822,129.648876953125,44
0,54.530365599277594,131.400517578125,44
0,51.270327529766206,129.53463216145835,44
0,52.4588562085431,129.60269856770833,44
0,51.01046665655648,134.9537890625,44
0,47.06546427981305,102.30431315104167,44
0,56.42264123612953,132.78898111979166,45
0,54.210066275371574,130.57005859375,45
0,53.29863780227076,130.883466796875,45
0,52.08026472175454,130.32956380208333,45
0,50.4586592250368,130.28961263020832,45
0,49.26398163973858,131.07666666666665,45
0,48.6045573034164,130.679677734375,45
0,48.706510759912014,130.71357747395834,45
0,50.06091598262985,130.26910807291668,45
0,52.87863979493216,129.73058919270832,45
0,49.641220361460206,130.633037109375,45
0,50.16011092216327,130.14875,45
0,49.0872521213725,133.36747395833333,45
0,49.68941730489695,133.22707682291667,45
0,55.967399509764746,141.57142903645834,46
0,56.1995041775535,135.98848958333335,46
0,55.56874376094855,136.65180013020833,46
0,56.0119969205405,136.76234049479166,46
0,55.38098423960203,134.88975260416666,46
0,55.496783618323576,135.41758138020833,46
0,54.64523513039077,135.13364583333333,46
0,54.75491356545914,134.99918619791666,46
0,55.552843531800306,134.91808919270832,46
0,58.01126095751029,136.21428385416667,46
0,56.14947539169266,135.47559895833334,46
0,56.5105175199826,134.97750325520835,46
0,46.19052127691907,101.83258463541667,46
1081,10.674407384892593,16.846422526041668,46
0,70.20262366197869,129.05344401041665,47
0,68.69123229191203,130.65236328125,47
0,66.783312260756,130.404814453125,47
0,65.97932995005431,130.88170572916667,47
0,64.57611701937027,131.00480143229166,47
0,63.96566938329356,130.835654296875,47
0,62.8956544441889,131.357919921875,47
0,63.37074866942775,131.33733072916667,47
0,64.76969427412668,131.62753255208332,47
0,67.66303583461101,130.36765625,47
0,62.77621839491919,130.93710611979168,47
0,63.68655501086019,131.28499674479167,47
7,49.78222567000507,97.29936197916666,47
3685,9.699652532648736,15.919964192708333,47
0,75.39586233954876,130.279150390625,48
0,72.31147699254669,129.200849609375,48
0,69.56672329540913,131.15240885416668,48
0,67.8366107023429,128.794375,48
0,67.0325973546553,130.23912109375,48
0,66.33718936692146,130.445654296875,48
0,64.96687385765567,131.14019856770832,48
0,65.44681800635672,130.35548177083334,48
0,67.62940919483965,130.23164388020834,48
0,73.5802111876134,129.57113932291668,48
0,63.860719905490285,129.559375,48
